participant_id,country,gender,age,age_group,religion,environment,year,wave,survey
65,Albania,Female,44.0,36-45,Islam,Urban,1998,3,WVS_Wave_3
66,Albania,Female,54.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
67,Albania,Male,50.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
68,Albania,Male,55.0,46-55,Christianity,Urban,1998,3,WVS_Wave_3
69,Albania,Female,56.0,56-65,Islam,Urban,1998,3,WVS_Wave_3
70,Albania,Male,68.0,66+,Islam,Urban,1998,3,WVS_Wave_3
71,Albania,Female,23.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
72,Albania,Male,24.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
73,Albania,Female,34.0,26-35,Christianity,Urban,1998,3,WVS_Wave_3
74,Albania,Male,44.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
75,Albania,Female,43.0,36-45,Islam,Urban,1998,3,WVS_Wave_3
76,Albania,Male,46.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
77,Albania,Male,50.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
78,Albania,Male,48.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
79,Albania,Female,63.0,56-65,Islam,Urban,1998,3,WVS_Wave_3
80,Albania,Male,75.0,66+,Islam,Urban,1998,3,WVS_Wave_3
81,Albania,Female,21.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
82,Albania,Male,24.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
83,Albania,Female,33.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
84,Albania,Male,34.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
85,Albania,Female,34.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
86,Albania,Female,35.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
87,Albania,Male,39.0,36-45,Islam,Urban,1998,3,WVS_Wave_3
88,Albania,Male,47.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
89,Albania,Female,64.0,56-65,Christianity,Urban,1998,3,WVS_Wave_3
90,Albania,Male,75.0,66+,Christianity,Urban,1998,3,WVS_Wave_3
91,Albania,Female,21.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
92,Albania,Male,24.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
93,Albania,Female,33.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
94,Albania,Male,42.0,36-45,Islam,Urban,1998,3,WVS_Wave_3
95,Albania,Female,44.0,36-45,Islam,Urban,1998,3,WVS_Wave_3
96,Albania,Female,49.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
97,Albania,Male,45.0,36-45,Islam,Urban,1998,3,WVS_Wave_3
98,Albania,Male,45.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
99,Albania,Male,45.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
100,Albania,Female,67.0,66+,Christianity,Urban,1998,3,WVS_Wave_3
101,Albania,Female,19.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
102,Albania,Male,22.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
103,Albania,Female,49.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
104,Albania,Male,25.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
105,Albania,Female,57.0,56-65,Islam,Urban,1998,3,WVS_Wave_3
106,Albania,Female,55.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
107,Albania,Male,52.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
108,Albania,Male,65.0,56-65,Islam,Urban,1998,3,WVS_Wave_3
109,Albania,Female,20.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
110,Albania,Male,19.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
111,Albania,Female,23.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
112,Albania,Male,31.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
113,Albania,Female,28.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
114,Albania,Female,35.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
115,Albania,Male,35.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
116,Albania,Male,46.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
117,Albania,Female,60.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
118,Albania,Female,66.0,66+,Islam,Rural,1998,3,WVS_Wave_3
119,Albania,Female,20.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
120,Albania,Male,19.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
121,Albania,Female,33.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
122,Albania,Male,34.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
123,Albania,Female,36.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
124,Albania,Female,40.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
125,Albania,Male,42.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
126,Albania,Male,51.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
127,Albania,Male,62.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
128,Albania,Female,76.0,66+,Islam,Rural,1998,3,WVS_Wave_3
129,Albania,Female,24.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
130,Albania,Male,23.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
131,Albania,Female,29.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
132,Albania,Male,30.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
133,Albania,Female,36.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
134,Albania,Female,42.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
135,Albania,Male,46.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
136,Albania,Male,47.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
137,Albania,Female,61.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
138,Albania,Male,27.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
139,Albania,Female,19.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
140,Albania,Male,19.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
141,Albania,Male,28.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
142,Albania,Male,28.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
143,Albania,Female,25.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
144,Albania,Female,40.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
145,Albania,Male,54.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
146,Albania,Male,55.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
147,Albania,Female,19.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
148,Albania,Male,24.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
149,Albania,Female,34.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
150,Albania,Male,34.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
151,Albania,Female,33.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
152,Albania,Female,42.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
153,Albania,Male,41.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
154,Albania,Male,46.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
155,Albania,Female,59.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
156,Albania,Male,66.0,66+,Islam,Rural,1998,3,WVS_Wave_3
157,Albania,Female,22.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
158,Albania,Male,34.0,26-35,Christianity,Urban,1998,3,WVS_Wave_3
159,Albania,Female,32.0,26-35,Christianity,Urban,1998,3,WVS_Wave_3
160,Albania,Male,28.0,26-35,Christianity,Urban,1998,3,WVS_Wave_3
161,Albania,Female,37.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
162,Albania,Male,37.0,36-45,Islam,Urban,1998,3,WVS_Wave_3
163,Albania,Female,52.0,46-55,Christianity,Urban,1998,3,WVS_Wave_3
164,Albania,Male,56.0,56-65,Islam,Urban,1998,3,WVS_Wave_3
165,Albania,Female,22.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
166,Albania,Male,34.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
167,Albania,Male,39.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
168,Albania,Female,40.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
169,Albania,Female,50.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
170,Albania,Male,27.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
171,Albania,Male,33.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
172,Albania,Female,58.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
173,Albania,Female,23.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
174,Albania,Male,30.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
175,Albania,Female,33.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
176,Albania,Male,34.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
177,Albania,Female,44.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
178,Albania,Male,43.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
179,Albania,Female,37.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
180,Albania,Male,52.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
181,Albania,Female,58.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
182,Albania,Female,23.0,18-25,Christianity,Urban,1998,3,WVS_Wave_3
183,Albania,Male,23.0,18-25,Christianity,Urban,1998,3,WVS_Wave_3
184,Albania,Male,23.0,18-25,Christianity,Urban,1998,3,WVS_Wave_3
185,Albania,Male,32.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
186,Albania,Female,30.0,26-35,Christianity,Urban,1998,3,WVS_Wave_3
187,Albania,Male,41.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
188,Albania,Female,44.0,36-45,Islam,Urban,1998,3,WVS_Wave_3
189,Albania,Male,44.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
190,Albania,Female,51.0,46-55,Christianity,Urban,1998,3,WVS_Wave_3
191,Albania,Female,56.0,56-65,Christianity,Urban,1998,3,WVS_Wave_3
192,Albania,Male,68.0,66+,Christianity,Urban,1998,3,WVS_Wave_3
193,Albania,Female,20.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
194,Albania,Male,32.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
195,Albania,Female,33.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
196,Albania,Male,29.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
197,Albania,Female,43.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
198,Albania,Male,45.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
199,Albania,Female,50.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
200,Albania,Male,58.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
201,Albania,Female,66.0,66+,Islam,Rural,1998,3,WVS_Wave_3
202,Albania,Female,22.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
203,Albania,Male,34.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
204,Albania,Male,30.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
205,Albania,Male,33.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
206,Albania,Female,40.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
207,Albania,Female,23.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
208,Albania,Male,29.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
209,Albania,Female,32.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
210,Albania,Male,40.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
211,Albania,Female,47.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
212,Albania,Male,62.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
213,Albania,Female,65.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
214,Albania,Female,24.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
215,Albania,Male,29.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
216,Albania,Female,33.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
217,Albania,Male,58.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
218,Albania,Female,19.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
219,Albania,Male,34.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
220,Albania,Male,28.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
221,Albania,Male,39.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
222,Albania,Male,42.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
223,Albania,Female,46.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
224,Albania,Female,53.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
225,Albania,Male,59.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
226,Albania,Female,63.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
227,Albania,Female,22.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
228,Albania,Male,32.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
229,Albania,Female,36.0,36-45,Islam,Urban,1998,3,WVS_Wave_3
230,Albania,Male,53.0,46-55,Christianity,Urban,1998,3,WVS_Wave_3
231,Albania,Male,68.0,66+,Christianity,Urban,1998,3,WVS_Wave_3
232,Albania,Female,22.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
233,Albania,Male,19.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
234,Albania,Female,25.0,18-25,Unaffiliated,Rural,1998,3,WVS_Wave_3
235,Albania,Male,34.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
236,Albania,Female,41.0,36-45,Unaffiliated,Rural,1998,3,WVS_Wave_3
237,Albania,Female,36.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
238,Albania,Female,50.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
239,Albania,Male,49.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
240,Albania,Female,59.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
241,Albania,Male,69.0,66+,Christianity,Rural,1998,3,WVS_Wave_3
242,Albania,Female,18.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
243,Albania,Male,29.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
244,Albania,Female,29.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
245,Albania,Male,19.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
246,Albania,Female,44.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
247,Albania,Male,39.0,36-45,Unaffiliated,Rural,1998,3,WVS_Wave_3
248,Albania,Female,46.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
249,Albania,Male,54.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
250,Albania,Female,63.0,56-65,Christianity,,1998,3,WVS_Wave_3
251,Albania,Male,56.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
252,Albania,Male,60.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
253,Albania,Female,19.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
254,Albania,Male,19.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
255,Albania,Female,37.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
257,Albania,Female,39.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
258,Albania,Male,43.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
259,Albania,Female,53.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
260,Albania,Male,49.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
261,Albania,Female,57.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
262,Albania,Male,65.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
263,Albania,Female,65.0,56-65,Christianity,Rural,1998,3,WVS_Wave_3
264,Albania,Female,18.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
265,Albania,Male,20.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
266,Albania,Male,40.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
267,Albania,Female,56.0,56-65,Islam,Urban,1998,3,WVS_Wave_3
268,Albania,Female,51.0,46-55,Christianity,Urban,1998,3,WVS_Wave_3
269,Albania,Male,50.0,46-55,Christianity,Urban,1998,3,WVS_Wave_3
270,Albania,Female,59.0,56-65,Christianity,Urban,1998,3,WVS_Wave_3
271,Albania,Male,57.0,56-65,Islam,Urban,1998,3,WVS_Wave_3
272,Albania,Male,56.0,56-65,Islam,Urban,1998,3,WVS_Wave_3
273,Albania,Female,68.0,66+,Islam,Urban,1998,3,WVS_Wave_3
274,Albania,Female,23.0,18-25,Christianity,Urban,1998,3,WVS_Wave_3
275,Albania,Male,20.0,18-25,Christianity,Urban,1998,3,WVS_Wave_3
276,Albania,Male,26.0,26-35,Christianity,Urban,1998,3,WVS_Wave_3
277,Albania,Female,26.0,26-35,Christianity,Urban,1998,3,WVS_Wave_3
278,Albania,Female,41.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
279,Albania,Male,39.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
280,Albania,Female,50.0,46-55,Christianity,Urban,1998,3,WVS_Wave_3
281,Albania,Male,53.0,46-55,Christianity,Urban,1998,3,WVS_Wave_3
282,Albania,Female,62.0,56-65,Christianity,Urban,1998,3,WVS_Wave_3
283,Albania,Male,70.0,66+,Christianity,,1998,3,WVS_Wave_3
284,Albania,Male,19.0,18-25,Christianity,Urban,1998,3,WVS_Wave_3
285,Albania,Female,33.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
286,Albania,Male,31.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
287,Albania,Female,43.0,36-45,Unaffiliated,Urban,1998,3,WVS_Wave_3
288,Albania,Male,43.0,36-45,Unaffiliated,Urban,1998,3,WVS_Wave_3
289,Albania,Female,45.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
290,Albania,Female,49.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
291,Albania,Male,55.0,46-55,Islam,Urban,1998,3,WVS_Wave_3
292,Albania,Female,77.0,66+,Islam,Urban,1998,3,WVS_Wave_3
293,Albania,Male,67.0,66+,Christianity,Urban,1998,3,WVS_Wave_3
294,Albania,Male,21.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
295,Albania,Female,24.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
296,Albania,Female,29.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
297,Albania,Male,25.0,18-25,Christianity,Rural,1998,3,WVS_Wave_3
298,Albania,Female,26.0,26-35,Christianity,Rural,1998,3,WVS_Wave_3
299,Albania,Male,42.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
300,Albania,Female,35.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
301,Albania,Male,53.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
302,Albania,Male,62.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
303,Albania,Male,69.0,66+,Christianity,Rural,1998,3,WVS_Wave_3
304,Albania,Female,24.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
305,Albania,Male,26.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
306,Albania,Male,28.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
307,Albania,Female,33.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
308,Albania,Female,36.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
309,Albania,Male,36.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
310,Albania,Female,48.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
311,Albania,Male,49.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
312,Albania,Female,62.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
313,Albania,Male,69.0,66+,Islam,Rural,1998,3,WVS_Wave_3
314,Albania,Female,44.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
315,Albania,Male,52.0,46-55,Islam,Rural,1998,3,WVS_Wave_3
316,Albania,Male,61.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
317,Albania,Female,68.0,66+,Islam,Rural,1998,3,WVS_Wave_3
318,Albania,Male,20.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
319,Albania,Female,24.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
320,Albania,Male,30.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
321,Albania,Female,30.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
322,Albania,Male,32.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
323,Albania,Female,41.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
324,Albania,Female,43.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
325,Albania,Male,45.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
326,Albania,Female,61.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
327,Albania,Male,65.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
328,Albania,Male,21.0,18-25,Islam,Rural,1998,3,WVS_Wave_3
329,Albania,Female,22.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
330,Albania,Male,32.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
331,Albania,Female,32.0,26-35,Christianity,Urban,1998,3,WVS_Wave_3
332,Albania,Male,46.0,46-55,Christianity,Urban,1998,3,WVS_Wave_3
333,Albania,Female,44.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
334,Albania,Female,50.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
335,Albania,Female,48.0,46-55,Christianity,Rural,1998,3,WVS_Wave_3
336,Albania,Male,62.0,56-65,Islam,Urban,1998,3,WVS_Wave_3
337,Albania,Male,67.0,66+,Islam,Rural,1998,3,WVS_Wave_3
338,Albania,Female,23.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
339,Albania,Female,22.0,18-25,Islam,Urban,1998,3,WVS_Wave_3
340,Albania,Male,31.0,26-35,Islam,Rural,1998,3,WVS_Wave_3
341,Albania,Female,26.0,26-35,Christianity,Urban,1998,3,WVS_Wave_3
342,Albania,Male,33.0,26-35,Islam,Urban,1998,3,WVS_Wave_3
343,Albania,Female,42.0,36-45,Christianity,Urban,1998,3,WVS_Wave_3
344,Albania,Male,41.0,36-45,Christianity,Rural,1998,3,WVS_Wave_3
345,Albania,Male,38.0,36-45,Islam,Rural,1998,3,WVS_Wave_3
346,Albania,Female,60.0,56-65,Islam,Rural,1998,3,WVS_Wave_3
